cobra: .word 32, 48
.byte 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,216,216,216,216,216,216,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,192,192,192,192,192,192,192,192,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,192,248,248,248,8,248,248,248,192,216,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,248,248,248,8,0,8,248,248,192,192,216,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,192,241,234,241,248,17,248,248,248,248,192,216,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,192,234,227,234,248,248,192,192,192,192,192,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,192,241,234,192,192,192,216,216,216,216,7,7,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,192,241,234,192,192,0,0,0,0,0,87,7,7,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,192,234,227,234,192,216,0,0,0,0,0,87,7,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,192,234,241,192,192,216,216,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,216,216,216,216,0,216,192,192,234,227,234,192,216,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,216,216,216,192,192,192,192,192,216,216,192,241,234,241,192,217,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,216,216,192,192,192,248,248,248,192,192,216,192,192,248,234,192,192,192,0,0,0,0,0,0,
0,0,0,0,0,0,0,216,192,192,248,248,248,248,248,248,248,192,192,192,192,248,241,234,241,192,0,0,0,0,0,0,
0,0,0,0,0,0,216,216,192,248,241,234,241,192,192,192,192,192,192,192,192,248,241,234,241,192,216,0,0,0,0,0,
0,0,0,0,0,0,216,192,192,248,234,227,234,248,248,248,192,192,218,241,248,248,234,227,234,192,216,0,0,0,0,0,
0,0,0,0,216,192,192,192,248,248,241,234,241,241,234,241,248,234,227,234,248,248,241,234,241,192,192,192,0,0,0,0,
0,0,0,192,192,192,248,192,248,248,248,248,248,234,227,234,248,241,234,241,227,248,248,248,192,192,234,192,192,0,0,0,
0,0,0,192,248,248,248,192,192,248,248,248,248,241,234,241,248,248,248,248,248,248,248,192,248,234,227,234,192,192,0,0,
0,0,216,192,192,248,227,248,192,192,192,192,192,192,192,248,248,248,248,248,248,248,192,192,248,227,234,241,192,192,0,0,
0,0,216,216,192,248,248,241,234,241,248,248,234,227,234,192,192,192,192,192,192,192,192,248,248,248,248,192,192,0,0,0,
0,0,0,216,192,192,192,234,227,234,248,248,241,234,241,248,248,248,241,234,241,248,248,248,248,248,192,192,216,0,0,0,
