hud_bg: .word 80, 20
.byte 3,3,3,3,3,200,200,200,200,200,200,200,200,200,200,200,200,200,3,3,3,3,3,3,3,3,3,200,200,200,200,200,200,200,200,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,200,200,200,11,11,11,11,11,11,3,3,200,200,200,3,3,3,3,200,200,200,200,11,11,11,11,11,11,200,200,3,3,3,3,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,3,3,3,3,3,3,3,58,58,58,58,58,58,58,58,58,58,58,58,58,58,3,3,3,3,
3,3,3,3,200,200,200,11,11,11,11,11,11,11,11,11,11,11,11,200,3,3,3,200,200,11,11,11,11,11,11,11,11,11,11,200,200,3,3,3,55,55,11,11,11,11,11,11,11,11,11,11,11,55,55,55,3,3,3,3,58,58,58,11,11,11,11,11,11,11,11,11,11,11,11,58,58,3,3,3,
3,3,3,200,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,200,3,3,200,11,11,11,11,11,11,11,11,11,11,11,11,194,194,3,3,55,55,11,11,11,11,11,11,11,11,11,11,11,11,11,55,55,3,3,3,58,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,58,58,3,3,
3,3,3,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,3,200,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,194,3,55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,55,55,3,58,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,58,3,3,
3,3,3,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,3,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,194,3,55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,55,3,58,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,58,58,3,
3,3,200,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,3,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,194,55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,55,58,58,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,58,3,
3,3,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,3,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,194,55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,55,58,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,58,3,
3,3,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,3,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,55,58,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,58,3,
3,3,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,3,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,55,58,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,58,3,
3,3,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,3,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,55,58,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,58,3,
3,3,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,3,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,55,58,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,58,3,
3,3,200,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,3,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,55,58,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,58,3,
3,3,3,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,3,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,55,55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,55,58,58,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,58,3,
3,3,3,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,3,200,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,3,55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,55,58,58,58,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,58,3,
3,3,3,200,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,3,200,3,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,3,55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,55,55,3,58,58,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,58,58,3,
3,3,3,3,200,200,11,11,11,11,11,11,11,11,11,11,11,11,11,200,200,3,200,200,11,11,11,11,11,11,11,11,11,11,11,11,11,11,200,200,3,55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,55,3,3,3,58,58,11,11,11,11,11,11,11,11,11,11,11,11,11,11,58,58,3,3,
