jagunco: .word 22, 22
.byte 255,255,255,255,255,255,255,10,10,10,10,10,255,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,10,10,10,10,10,10,10,255,255,255,255,255,255,255,255,255,
255,255,255,255,10,10,10,10,10,10,10,10,10,10,10,255,255,255,255,255,255,255,
255,255,255,10,10,10,10,10,10,10,10,10,10,10,10,10,255,255,255,255,255,255,
255,255,255,10,10,10,10,10,10,10,10,10,10,10,10,10,255,255,255,255,255,255,
255,255,255,255,255,0,0,93,1,93,93,1,93,1,255,255,255,255,255,255,255,255,
255,255,255,255,255,0,94,94,94,94,94,94,94,1,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,1,94,1,1,1,1,94,1,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,1,1,1,255,255,1,1,255,255,255,255,255,255,255,255,255,
255,255,255,255,255,1,12,1,93,85,85,85,1,1,255,255,255,255,255,255,255,255,
255,255,255,255,1,12,85,85,1,85,85,1,10,12,1,255,255,255,255,255,255,255,
255,255,255,1,12,85,85,85,85,1,1,10,10,11,12,1,255,255,255,255,255,255,
255,255,255,1,12,12,1,85,85,10,10,10,85,1,12,1,255,255,255,255,255,255,
255,255,255,1,93,93,1,85,10,10,10,85,85,1,93,1,255,255,255,255,255,255,
255,255,255,1,93,93,1,10,10,10,85,85,12,1,93,93,1,255,255,255,255,255,
255,255,255,1,93,93,1,1,1,55,55,1,1,1,93,93,1,255,255,255,255,255,
255,255,255,1,93,93,1,10,10,10,10,10,10,1,1,1,255,255,255,255,255,255,
255,255,255,255,1,1,1,10,10,1,1,10,10,1,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,1,10,10,1,255,10,10,1,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,1,10,10,1,255,10,10,1,255,255,255,255,255,255,255,255,
255,255,255,255,255,255,1,10,10,1,255,10,10,10,1,255,255,255,255,255,255,255,
255,255,255,255,255,255,1,1,1,1,255,1,1,1,1,255,255,255,255,255,255,255,


