msg_trancado: .word 80, 20
.byte 9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,2,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,2,2,9,2,9,9,1,9,9,9,9,2,9,2,9,9,2,9,9,9,9,2,2,9,9,9,9,2,2,9,9,9,9,2,9,9,9,9,2,2,2,9,9,9,9,2,9,9,9,2,2,9,9,2,2,9,2,2,9,2,2,2,5,2,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,7,7,4,7,3,6,6,6,6,9,6,6,6,6,2,7,5,7,9,9,3,7,7,7,7,9,6,5,5,7,9,4,7,6,6,2,9,3,7,7,7,7,9,4,7,6,6,2,6,6,5,3,5,6,5,4,7,7,4,7,6,4,7,4,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,2,7,5,6,2,7,4,4,7,3,7,5,2,3,4,7,7,6,3,9,9,7,6,3,7,2,5,7,7,7,2,7,5,3,7,4,9,9,7,6,2,7,3,6,6,3,7,4,4,6,7,4,4,6,7,4,4,7,2,7,6,2,7,4,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,9,5,7,2,9,5,7,7,5,9,5,7,7,4,2,6,6,7,2,9,3,7,7,4,7,5,5,7,7,7,5,3,6,7,5,9,9,9,7,7,7,6,9,3,6,7,5,9,7,7,6,3,6,7,6,4,3,7,6,7,7,4,7,6,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,5,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,5,2,5,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,4,7,4,9,9,9,9,2,2,9,9,2,2,2,2,9,9,2,9,9,6,6,2,7,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,7,5,7,2,7,7,7,5,9,6,4,6,6,3,7,7,6,7,3,7,5,7,9,5,5,9,7,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,6,9,3,2,7,4,5,7,9,5,7,7,7,9,5,7,7,3,5,7,7,6,3,2,2,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,6,7,4,5,7,7,5,7,3,6,6,7,7,3,2,7,6,9,2,6,6,6,2,7,7,2,7,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,
